Table S1. Data for the genome collection employed in this work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,Length,GC.content,Present.Markers,Completeness,Redundancy,Weighted.completeness,Weighted.redundancy,Contigs,N50,L50,N90,L90,CDs,
GCF_900100155.1,PRJNA224116,SAMN05660859,FMTP00000000.1,representative genome,177413,177413,Ancylobacter rudongensis,strain=CGMCC 1.1761,,latest,Contig,Major,Full,2016-10-13,IMG-taxon 2596583652 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900100155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/155/GCF_900100155.1_IMG-taxon_2596583652_annotated_assembly,,assembly from type material,4505084,67.85,104,0.9905,1.0192,0.9814,1.0495,18,664556,3,170331,9,4154,
GCF_900100455.1,PRJNA224116,SAMN05421742,FNCV00000000.1,representative genome,83401,83401,Roseospirillum parvum,strain=930I,,latest,Scaffold,Major,Full,2016-10-21,IMG-taxon 2675903017 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900100455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/455/GCF_900100455.1_IMG-taxon_2675903017_annotated_assembly,,assembly from type material,3497210,69.89,105,1,1.0095,1,1.022,37,337174,4,63550,12,3075,
GCF_900100665.1,PRJNA224116,SAMN04487974,FNCS00000000.1,representative genome,440168,440168,Pelagibacterium luteolum,strain=CGMCC 1.10267,,latest,Scaffold,Major,Full,2016-10-21,IMG-taxon 2617270882 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900100665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/665/GCF_900100665.1_IMG-taxon_2617270882_annotated_assembly,,assembly from type material,4296818,60.41,104,0.9905,1,0.9807,1,50,210288,5,50033,22,4290,
GCF_900102105.1,PRJNA224116,SAMN05421750,FNBB00000000.1,na,648995,648995,Rhizobium pusense,strain=LMG 25623,,latest,Scaffold,Major,Full,2016-10-21,IMG-taxon 2671180227 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900102105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/105/GCF_900102105.1_IMG-taxon_2671180227_annotated_assembly,,assembly from type material,5283618,59.23,104,0.9905,1.0192,0.9918,1.0236,28,405057,4,120246,14,5067,
GCF_900102135.1,PRJNA224116,SAMN02927923,FMVJ00000000.1,representative genome,549386,549386,Microvirga guangxiensis,strain=CGMCC 1.7666,,latest,Scaffold,Major,Full,2016-10-17,IMG-taxon 2596583582 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900102135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/135/GCF_900102135.1_IMG-taxon_2596583582_annotated_assembly,,assembly from type material,4721732,61.4,105,1,1.0476,1,1.044,34,407384,5,104115,15,4531,
GCF_900102525.1,PRJNA224116,SAMN05421844,FNBZ00000000.1,representative genome,1036780,1036780,Bosea robiniae,strain=DSM 26672,,latest,Contig,Major,Full,2016-10-21,IMG-taxon 2675903146 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900102525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/525/GCF_900102525.1_IMG-taxon_2675903146_annotated_assembly,,assembly from type material,5279103,66.34,103,0.981,1,0.9813,1,21,568074,4,236884,9,5006,
GCF_900102695.1,PRJNA224116,SAMN03080610,FMVW00000000.1,representative genome,1120955,1080,Afifella marina DSM 2698,strain=DSM 2698,,latest,Contig,Major,Full,2016-10-17,IMG-taxon 2595699009 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900102695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/695/GCF_900102695.1_IMG-taxon_2595699009_annotated_assembly,,assembly from type material,3963421,63.25,103,0.981,1,0.9732,1,24,411663,3,118601,10,3688,
GCF_900103325.1,PRJNA224116,SAMN02927914,FMXM00000000.1,representative genome,1165689,1165689,Mesorhizobium qingshengii,strain=CGMCC 1.12097,,latest,Scaffold,Major,Full,2016-10-21,IMG-taxon 2596583656 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900103325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/325/GCF_900103325.1_IMG-taxon_2596583656_annotated_assembly,,assembly from type material,7063626,62.63,104,0.9905,1.0385,0.9814,1.0586,121,254545,9,48844,30,6849,
GCF_900103445.1,PRJNA224116,SAMN05216360,FNHS00000000.1,representative genome,582672,582672,Methylobacterium phyllostachyos,strain=BL47,,latest,Scaffold,Major,Full,2016-10-21,IMG-taxon 2651870120 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900103445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/445/GCF_900103445.1_IMG-taxon_2651870120_annotated_assembly,,assembly from type material,6015046,68.7,104,0.9905,1.0288,0.9745,1.0363,47,305152,8,81298,21,5790,
GCF_900104305.1,PRJNA224116,SAMN04488061,FNJC00000000.1,representative genome,418854,418854,Filomicrobium insigne,strain=CGMCC 1.6497,,latest,Scaffold,Major,Full,2016-10-21,IMG-taxon 2617270918 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900104305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/305/GCF_900104305.1_IMG-taxon_2617270918_annotated_assembly,,assembly from type material,3847194,57.4,103,0.981,1.0194,0.9732,1.0477,10,912011,2,219225,5,3638,
GCF_900104485.1,PRJNA224116,SAMN02982931,FMXQ00000000.1,representative genome,665467,665467,Bauldia litoralis,strain=ATCC 35022,,latest,Contig,Major,Full,2016-10-21,IMG-taxon 2597490370 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900104485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/485/GCF_900104485.1_IMG-taxon_2597490370_annotated_assembly,,assembly from type material,5094548,65.76,102,0.9714,1.0392,0.9547,1.0502,29,463599,4,173196,11,4772,
GCF_900108245.1,PRJNA224116,SAMN04488115,FNUY00000000.1,representative genome,1036778,1036778,Bosea lathyri,strain=DSM 26656,,latest,Scaffold,Major,Full,2016-10-24,IMG-taxon 2622736433 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900108245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/245/GCF_900108245.1_IMG-taxon_2622736433_annotated_assembly,,assembly from type material,5918613,64.79,102,0.9714,1.0098,0.9627,1.0265,25,399699,5,92488,15,5507,
GCF_900108425.1,PRJNA224116,SAMEA4501419,FNXB00000000.1,representative genome,501024,501024,Rhizobium tibeticum,,CCBAU85039,latest,Contig,Major,Full,2016-11-16,Tibet,CEBITEC,GCA_900108425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/425/GCF_900108425.1_Tibet,,assembly from type material,6912941,59.71,103,0.981,1.0291,0.9813,1.0383,167,153141,15,23708,54,6925,
GCF_900109605.1,PRJNA224116,SAMN04487976,FOAM00000000.1,na,464029,464029,Rhizobium oryzae,strain=CGMCC 1.7048,,latest,Scaffold,Major,Full,2016-10-31,IMG-taxon 2617270885 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900109605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/605/GCF_900109605.1_IMG-taxon_2617270885_annotated_assembly,,assembly from type material,5388788,62.78,103,0.981,1.0388,0.9813,1.0564,52,225653,8,83507,22,4797,
GCF_900110205.1,PRJNA224116,SAMN05216228,FOCV00000000.1,na,501024,501024,Rhizobium tibeticum,strain=CGMCC 1.7071,,latest,Scaffold,Major,Full,2016-11-17,IMG-taxon 2671180023 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900110205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/205/GCF_900110205.1_IMG-taxon_2671180023_annotated_assembly,,assembly from type material,7065782,59.64,103,0.981,1.0291,0.9813,1.0383,166,152901,15,20261,56,7137,
GCF_900110435.1,PRJNA224116,SAMN05444123,FODT00000000.1,representative genome,1513892,1513892,Rhodopseudomonas pseudopalustris,strain=DSM 123,,latest,Scaffold,Major,Full,2016-10-31,IMG-taxon 2671180228 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900110435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/435/GCF_900110435.1_IMG-taxon_2671180228_annotated_assembly,,assembly from type material,5272456,64.61,104,0.9905,1,0.9814,1,28,409479,5,134532,14,4826,
GCF_900112505.1,PRJNA224116,SAMN04488059,FOMB00000000.1,na,728005,728005,Devosia psychrophila,strain=CGMCC 1.10210,,latest,Scaffold,Major,Full,2016-11-02,IMG-taxon 2617270931 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900112505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/505/GCF_900112505.1_IMG-taxon_2617270931_annotated_assembly,,assembly from type material,4328295,61.17,105,1,1.0095,1,1.021,85,117720,11,26366,39,4288,
GCF_900113465.1,PRJNA224116,SAMN05192567,FOPK00000000.1,na,418223,418223,Methylobacterium phyllosphaerae,strain=CBMB27,,latest,Scaffold,Major,Full,2016-11-05,IMG-taxon 2651870129 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900113465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/465/GCF_900113465.1_IMG-taxon_2651870129_annotated_assembly,,assembly from type material,6203749,69.6,104,0.9905,1.0481,0.9745,1.0588,81,187673,13,51646,37,5823,
GCF_900113485.1,PRJNA224116,SAMN05192565,FOPM00000000.1,representative genome,582675,582675,Methylobacterium gossipiicola,strain=Gh-105,,latest,Scaffold,Major,Full,2016-11-02,IMG-taxon 2651870128 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900113485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/485/GCF_900113485.1_IMG-taxon_2651870128_annotated_assembly,,assembly from type material,4524655,68.68,103,0.981,1.0194,0.9743,1.04,77,141167,9,35875,31,4229,
GCF_900113935.1,PRJNA224116,SAMN03080618,FORF00000000.1,representative genome,1121003,561088,Aquamicrobium aerolatum DSM 21857,strain=DSM 21857,,latest,Scaffold,Major,Full,2016-11-02,IMG-taxon 2595699008 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900113935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/935/GCF_900113935.1_IMG-taxon_2595699008_annotated_assembly,,assembly from type material,3640212,60.06,104,0.9905,1,0.9814,1,49,170747,8,37892,24,3536,
GCF_900114255.1,PRJNA224116,SAMN04488498,FOSL00000000.1,representative genome,335020,335020,Mesorhizobium albiziae,strain=DSM 21822,,latest,Scaffold,Major,Full,2019-09-12,IMG-taxon 2616644812 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900114255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/255/GCF_900114255.1_IMG-taxon_2616644812_annotated_assembly,,assembly from type material,6273155,62.08,104,0.9905,1.0192,0.9814,1.0499,92,246691,8,32367,34,6178,
GCF_900114285.1,PRJNA224116,SAMN05444581,FOSN00000000.1,representative genome,1612308,1612308,Methylocapsa palsarum,strain=NE2,,latest,Contig,Major,Full,2016-11-02,IMG-taxon 2675903028 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900114285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/285/GCF_900114285.1_IMG-taxon_2675903028_annotated_assembly,,assembly from type material,4105299,61.74,105,1,1.0095,1,1.0121,78,219649,7,30218,23,3826,
GCF_900114375.1,PRJNA224116,SAMN04488125,FOSV00000000.1,representative genome,414703,414703,Methylorubrum salsuginis,strain=CGMCC 1.6474,,latest,Scaffold,Major,Full,2016-11-02,IMG-taxon 2617270908 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900114375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/375/GCF_900114375.1_IMG-taxon_2617270908_annotated_assembly,,assembly from type material,5323773,69.61,103,0.981,1.0194,0.9743,1.0469,64,174813,9,53039,29,5041,
GCF_900114535.1,PRJNA224116,SAMN05192568,FOTK00000000.1,representative genome,582667,582667,Methylobacterium pseudosasicola,strain=BL36,,latest,Scaffold,Major,Full,2016-11-05,IMG-taxon 2654588108 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900114535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/535/GCF_900114535.1_IMG-taxon_2654588108_annotated_assembly,,assembly from type material,6845277,68.37,103,0.981,1.0388,0.9743,1.0886,129,133435,16,24801,56,6799,
GCF_900114935.1,PRJNA224116,SAMN05192571,FOUQ00000000.1,representative genome,1166257,1166257,Pleomorphomonas diazotrophica,strain=R5-392,,latest,Scaffold,Major,Full,2019-09-11,IMG-taxon 2651870105 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900114935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/935/GCF_900114935.1_IMG-taxon_2651870105_annotated_assembly,,assembly from type material,4521864,65.06,104,0.9905,1,0.9814,1,24,308834,5,109225,14,4222,
GCF_900115225.1,PRJNA224116,SAMN04488056,FOVR00000000.1,representative genome,655353,655353,Cohaesibacter marisflavi,strain=CGMCC 1.9157,,latest,Scaffold,Major,Full,2016-11-02,IMG-taxon 2617270874 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900115225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/225/GCF_900115225.1_IMG-taxon_2617270874_annotated_assembly,,assembly from type material,5339722,53.8,103,0.981,1.0194,0.9622,1.0354,41,284617,5,95246,17,4842,
GCF_900116175.1,PRJNA224116,SAMN04488557,FPCH00000000.1,representative genome,51670,51670,Hyphomicrobium facile,strain=DSM 1565,,latest,Contig,Major,Full,2016-11-02,IMG-taxon 2636416034 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900116175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/175/GCF_900116175.1_IMG-taxon_2636416034_annotated_assembly,,assembly from type material,4425354,59.97,103,0.981,1.0194,0.9732,1.0315,5,1323007,2,319346,4,4154,
GCF_900116545.1,PRJNA224116,SAMN05216456,FPCK00000000.1,representative genome,429728,429728,Devosia crocina,strain=IPL20,,latest,Scaffold,Major,Full,2016-11-02,IMG-taxon 2675903690 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900116545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/545/GCF_900116545.1_IMG-taxon_2675903690_annotated_assembly,,assembly from type material,3724570,61.33,104,0.9905,1.0096,0.9807,1.0227,6,1963998,1,440006,4,3610,
GCF_900116675.1,PRJNA224116,SAMN05192541,FPBQ00000000.1,representative genome,858423,858423,Bradyrhizobium arachidis,strain=LMG 26795,,latest,Scaffold,Major,Full,2016-11-05,IMG-taxon 2654588141 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900116675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/675/GCF_900116675.1_IMG-taxon_2654588141_annotated_assembly,,assembly from type material,9793799,63.62,104,0.9905,1.0192,0.9814,1.0486,98,213844,12,70254,43,9325,
GCF_900119845.1,PRJNA224116,SAMN02983003,FPKU00000000.1,representative genome,665118,665118,Devosia enhydra,strain=ATCC 23634,,latest,Scaffold,Major,Full,2016-11-20,IMG-taxon 2596583700 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900119845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/845/GCF_900119845.1_IMG-taxon_2596583700_annotated_assembly,,assembly from type material,4221709,65.63,105,1,1.0095,1,1.0222,5,1164472,2,781909,3,4017,
GCF_900128975.1,PRJNA224116,SAMN02745223,FQVC00000000.1,na,1121477,288995,Devosia limi DSM 17137,strain=DSM 17137,,latest,Scaffold,Major,Full,2016-12-03,IMG-taxon 2582580747 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900128975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/128/975/GCF_900128975.1_IMG-taxon_2582580747_annotated_assembly,,assembly from type material,4297655,62.71,104,0.9905,1.0192,0.9814,1.0178,25,302432,5,86749,15,4108,
GCF_900129325.1,PRJNA224116,SAMN02745157,FQUP00000000.1,representative genome,1122133,446684,Kaistia soli DSM 19436,strain=DSM 19436,,latest,Scaffold,Major,Full,2016-12-03,IMG-taxon 2582581302 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900129325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/325/GCF_900129325.1_IMG-taxon_2582581302_annotated_assembly,,assembly from type material,5237791,64.5,105,1,1.0095,1,1.0235,15,857843,2,201350,7,4937,
GCF_900141975.1,PRJNA224116,SAMN02745911,FQZC00000000.1,na,1121026,370622,Aureimonas altamirensis DSM 21988,strain=DSM 21988,,latest,Scaffold,Major,Full,2016-12-03,IMG-taxon 2585427611 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900141975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/975/GCF_900141975.1_IMG-taxon_2585427611_annotated_assembly,,assembly from type material,4190965,64.84,104,0.9905,1.0288,0.9814,1.052,11,1054710,2,358910,5,3953,
GCF_900148505.1,PRJNA224116,SAMN02745172,FRXO00000000.1,representative genome,1123029,433840,Pseudoxanthobacter soli DSM 19599,strain=DSM 19599,,latest,Scaffold,Major,Full,2016-12-10,IMG-taxon 2585428043 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900148505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/505/GCF_900148505.1_IMG-taxon_2585428043_annotated_assembly,,assembly from type material,5165242,67.84,104,0.9905,1,0.9814,1,27,567156,4,123251,12,4336,
GCF_900167365.1,PRJNA224116,SAMN05428963,FUXL00000000.1,representative genome,1365950,1365950,Consotaella salsifontis,strain=USBA 369,,latest,Scaffold,Major,Full,2017-03-04,IMG-taxon 2657245368 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900167365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/365/GCF_900167365.1_IMG-taxon_2657245368_annotated_assembly,,assembly from type material,4652084,64.3,104,0.9905,1.0577,0.9814,1.0893,33,278522,6,95080,19,4304,
GCF_900168195.1,PRJNA224116,SAMN05660750,FUYX00000000.1,representative genome,53254,53254,Bosea thiooxidans,strain=DSM 9653,,latest,Contig,Major,Full,2017-03-08,IMG-taxon 2595698224 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900168195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/168/195/GCF_900168195.1_IMG-taxon_2595698224_annotated_assembly,,assembly from type material,5369373,67.38,104,0.9905,1,0.9998,1,34,257505,6,93956,18,5074,
GCF_900176465.1,PRJNA224116,SAMN06297251,FWXR00000000.1,representative genome,937218,937218,Fulvimarina manganoxydans,strain=CGMCC 1.10972,,latest,Contig,Major,Full,2017-04-08,IMG-taxon 2718217637 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900176465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/465/GCF_900176465.1_IMG-taxon_2718217637_annotated_assembly,,assembly from type material,4827577,62.89,104,0.9905,1.0288,0.9814,1.0636,55,152022,9,55095,28,4473,
GCF_900177655.1,PRJNA224116,SAMN06295905,FXWK00000000.1,representative genome,1096929,1096929,Devosia lucknowensis,strain=L15,,latest,Contig,Major,Full,2017-05-13,IMG-taxon 2708742467 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900177655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/655/GCF_900177655.1_IMG-taxon_2708742467_annotated_assembly,,assembly from type material,3719665,62.85,104,0.9905,1,0.9918,1,3,2536685,1,1177509,2,3604,
GCF_900185775.1,PRJNA224116,SAMEA104113790,FYAY00000000.1,representative genome,1820002,1820002,Bartonella mastomydis,strain=008,,latest,Scaffold,Major,Full,2019-05-31,PRJEB21083,URMITE,GCA_900185775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/185/775/GCF_900185775.1_PRJEB21083,,assembly from type material,2045026,38.43,104,0.9905,1,0.9814,1,12,1231970,1,646707,2,1682,
GCF_900187365.1,PRJNA224116,SAMN06265338,FYDG00000000.1,representative genome,1074,1074,Rhodoblastus acidophilus,strain=DSM 137,,latest,Contig,Major,Full,2017-06-24,IMG-taxon 2724679731 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900187365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/365/GCF_900187365.1_IMG-taxon_2724679731_annotated_assembly,,assembly from type material,4711496,65.23,104,0.9905,1,0.9814,1,74,348697,4,33192,20,4428,
GCF_900215605.1,PRJNA224116,SAMN06265368,OBEL00000000.1,representative genome,372072,372072,Cohaesibacter gelatinilyticus,strain=DSM 18289,,latest,Scaffold,Major,Full,2017-09-28,IMG-taxon 2728369261 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900215605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/215/605/GCF_900215605.1_IMG-taxon_2728369261_annotated_assembly,,assembly from type material,5198252,50.47,104,0.9905,1.0192,0.9814,1.0463,15,764773,2,234875,7,4793,
GCF_900218015.1,PRJNA224116,SAMN05892882,UFQQ00000000.1,representative genome,999699,999699,Rhodopseudomonas pentothenatexigens,strain=JA575,,latest,Scaffold,Major,Full,2018-07-17,IMG-taxon 2740891836 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900218015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/218/015/GCF_900218015.1_IMG-taxon_2740891836_annotated_assembly,,assembly from type material,5383361,65.97,103,0.981,1.0097,0.9813,1.0227,69,194650,11,43698,35,4903,
GCF_900220975.1,PRJNA224116,SAMN05892877,OBQD00000000.1,representative genome,908946,908946,Rhizobium subbaraonis,strain=JC85,,latest,Scaffold,Major,Full,2017-09-28,IMG-taxon 2740891857 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900220975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/220/975/GCF_900220975.1_IMG-taxon_2740891857_annotated_assembly,,assembly from type material,6576489,63.07,104,0.9905,1.0481,0.9998,1.044,85,280913,9,48409,30,6280,
GCF_900220985.1,PRJNA224116,SAMN05877838,OCPC00000000.1,representative genome,714899,714899,Hoeflea halophila,strain=KCTC 23107,,latest,Scaffold,Major,Full,2017-09-28,IMG-taxon 2740891889 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900220985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/220/985/GCF_900220985.1_IMG-taxon_2740891889_annotated_assembly,,assembly from type material,4192799,61.06,104,0.9905,1,0.9814,1,16,673033,2,354200,6,3928,
GCF_900231165.1,PRJNA224116,SAMEA104312995,,representative genome,1482074,1482074,Hartmannibacter diazotrophicus,strain=E19T,,latest,Complete Genome,Major,Full,2017-10-25,HDIA1,JLU,GCA_900231165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/231/165/GCF_900231165.1_HDIA1,,assembly from type material,5449775,63.97,104,0.9905,1.0192,0.9814,1.0427,2,5327443,1,5327443,1,4989,
GCF_900234795.1,PRJNA224116,SAMEA104358467,,representative genome,408,408,Methylorubrum extorquens,strain=TK 0001,,latest,Complete Genome,Major,Full,2017-12-20,TK0001_PRJEB23178_v1,Genoscope CEA,GCA_900234795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/234/795/GCF_900234795.1_TK0001_PRJEB23178_v1,,assembly from type material,5715512,68.29,103,0.981,1.0194,0.9743,1.0325,1,5715512,1,5715512,1,5433,
GCF_900445155.1,PRJNA224116,SAMEA4556071,UFSI00000000.1,na,1035,1035,Afipia felis,strain=NCTC12499,,latest,Contig,Major,Full,2018-08-08,52067_E01,SC,GCA_900445155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/155/GCF_900445155.1_52067_E01,,assembly from type material,4195257,60.72,104,0.9905,1.0192,0.9814,1.0442,2,4132564,1,4132564,1,4049,
GCF_900445235.1,PRJNA224116,SAMEA101156668,UFSM00000000.1,na,83263,83263,Aminobacter aminovorans,strain=NCTC10684,,latest,Contig,Major,Full,2018-08-08,53618_D01,SC,GCA_900445235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/235/GCF_900445235.1_53618_D01,,assembly from type material,5886880,63.19,104,0.9905,1.0192,0.9814,1.026,5,4995958,1,420426,2,5655,
GCF_900445535.1,PRJNA224116,SAMEA104281645,UFTF00000000.1,na,33044,33044,Bartonella doshiae,strain=NCTC12862,,latest,Contig,Major,Full,2018-08-07,57948_H01,SC,GCA_900445535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/535/GCF_900445535.1_57948_H01,,assembly from type material,1844489,38,104,0.9905,1.0192,0.9814,1.0416,2,1832875,1,1832875,1,1602,
GCF_900445635.1,PRJNA224116,SAMEA44539168,UFTD00000000.1,na,33045,33045,Bartonella grahamii,strain=NCTC12860,,latest,Contig,Major,Full,2018-07-25,51184_C02,SC,GCA_900445635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/635/GCF_900445635.1_51184_C02,,assembly from type material,2385853,38.18,104,0.9905,1.0096,0.9814,1.0225,5,1314855,1,1036897,2,2086,
GCF_900446005.1,PRJNA224116,SAMEA104307684,UFTU00000000.1,na,235,235,Brucella abortus,strain=NCTC10093,,latest,Contig,Major,Full,2018-08-07,58116_B01,SC,GCA_900446005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/446/005/GCF_900446005.1_58116_B01,,assembly from type material,3281432,57.23,105,1,1.0095,1,1.0121,2,2121370,1,1160062,2,3137,
GCF_900446125.1,PRJNA224116,SAMEA104210778,UIGH00000000.1,na,29460,29460,Brucella neotomae,strain=NCTC10084,,latest,Contig,Major,Full,2018-08-07,57572_C01,SC,GCA_900446125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/446/125/GCF_900446125.1_57572_C01,,assembly from type material,3329628,57.23,105,1,1.0095,1,1.0121,2,2130919,1,1198709,2,3151,
GCF_900446135.1,PRJNA224116,SAMEA104307685,UFUD00000000.1,na,236,236,Brucella ovis,strain=NCTC10512,,latest,Contig,Major,Full,2018-08-07,58116_C01,SC,GCA_900446135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/446/135/GCF_900446135.1_58116_C01,,assembly from type material,3283386,57.2,105,1,1.0095,1,1.0121,2,2119174,1,1164212,2,3231,
